online_order,book_table,rate,votes,rest_type,dish_liked,cuisines,cost,listed_intype,listed_incity,Latitude,Longitude
Yes,No,4.3,275,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,100.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.7,323,Casual Dining,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings","Chinese, Thai, Momos",850.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.3,322,Casual Dining,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",South Indian,400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,2.6,157,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,543,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.7,180,Cafe,"Pizza, Garlic Bread","Cafe, Pizza, Fast Food, Beverages",500.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.2,444,Quick Bites,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",South Indian,100.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,134,Quick Bites,"Paratha, Coffee, Halwa, Lassi","Street Food, North Indian, South Indian",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,577,Casual Dining,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish","North Indian, South Indian, Biryani, Beverages",900.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,144,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",550.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.1,787,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",800.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.6,84,Quick Bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",250.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,4.0,349,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.7,248,Quick Bites,"Tandoori Chicken, Rolls","North Indian, Fast Food",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.1,216,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",500.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.0,324,Cafe,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental",700.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,2.6,231,Quick Bites,Aloo Paratha,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.4,102,Casual Dining,Rava Dosa,"South Indian, North Indian, Chinese, Beverages",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,133,Cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi","Cafe, Fast Food, Continental, Chinese, Momos",800.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,2.8,45,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",800.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,75,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",200.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.0,53,Delivery,"Lasagne, Steak, Masala Quesadilla, Garlic Bread","Mexican, Italian",600.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,4.2,815,Casual Dining,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese",900.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,4.0,633,Casual Dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese",800.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.5,56,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,70,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,91,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,77,Cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",650.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,210,Casual Dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food",600.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.1,130,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.1,30,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,144,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.7,133,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",700.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.0,136,Quick Bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",350.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,74,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",300.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.7,54,Cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",600.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.4,58,Cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.6,129,Casual Dining,"Sea Food, Neer Dosa","Mangalorean, Seafood, North Indian",600.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.5,41,Food Truck,Pizza,"Pizza, Fast Food, BBQ",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.1,176,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",800.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.7,47,"Quick Bites, Dessert Parlor","Biryani, Thick Shakes, Fries","Fast Food, Desserts, Beverages",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,3.7,36,Casual Dining,Vegetarian,"Chinese, North Indian, Pizza, Italian",650.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,101,Quick Bites,"Sweet Pongal, Curd Rice",South Indian,150.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,4.1,442,"Pub, Casual Dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken","Continental, Finger Food, Seafood, Pizza",1200.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,53,Quick Bites,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich","Ice Cream, Beverages, Fast Food",250.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.0,232,Quick Bites,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll","South Indian, Chinese",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,221,Casual Dining,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",Chinese,700.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,4.1,1063,"Casual Dining, Bar","Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails","Italian, Fast Food, Salad, BBQ",1200.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.7,93,Quick Bites,"Masala Vada Pav, Cheese Vada Pav, Fries",Street Food,200.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,233,Casual Dining,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad",800.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,211,Casual Dining,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad","Fast Food, Continental, Beverages, Salad, Healthy Food",500.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.0,1778,Quick Bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",200.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.6,218,Casual Dining,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka","North Indian, Chinese, South Indian",800.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.7,514,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,4.0,866,Casual Dining,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi","North Indian, Continental",900.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.2,96,Quick Bites,"Paratha, Lassi, Manchurian, Thali",North Indian,400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.5,80,Quick Bites,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos","Tibetan, Momos",250.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.0,73,Bakery,"Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts",300.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,84,Sweet Shop,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori","Mithai, Street Food",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.5,88,Quick Bites,Chicken Grill,"South Indian, North Indian, Chinese, Biryani",350.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.5,179,Casual Dining,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani","North Indian, Chinese, Beverages",600.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,61,Quick Bites,"Sugarcane Juice, Popcorn",Juices,100.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.7,128,Casual Dining,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti","North Indian, Chinese, Biryani, South Indian",450.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,339,Quick Bites,"Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli","South Indian, North Indian, Chinese",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.1,449,Quick Bites,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",Street Food,100.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.1,210,"Dessert Parlor, Beverage Shop","Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",Beverages,150.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.0,213,Quick Bites,"Neer Dosa, Sea Food, Pepper Chicken","North Indian, South Indian, Chinese, Biryani, Seafood",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.2,208,"Beverage Shop, Quick Bites","Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut","Tea, Beverages, Fast Food",250.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,70,Quick Bites,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",South Indian,100.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.0,219,Cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",600.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.7,59,Quick Bites,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav","North Indian, Street Food",200.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.7,124,Casual Dining,"Biryani, Chicken Grill, Butter Chicken","Biryani, North Indian, Chinese, Seafood",750.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,4.1,775,Casual Dining,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup","North Indian, Mughlai, Chinese",800.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,4.2,2022,Casual Dining,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","North Indian, South Indian",1000.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,4.2,150,Cafe,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental",600.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.0,232,Casual Dining,"Paneer Tikka, Masala Papad, Garlic Naan","North Indian, Chinese",750.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,3.5,431,Casual Dining,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",North Indian,800.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,4.2,2115,Casual Dining,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad","Pizza, Italian, Continental, Desserts",800.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.2,150,Casual Dining,"Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Cheese Paratha",North Indian,800.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,155,Casual Dining,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti","South Indian, North Indian, Chinese, Street Food",450.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,4.1,666,"Casual Dining, Bar","Andhra Meal, Mutton Biryani, Chicken Sholay, Chicken Biryani, Chicken Guntur, Andhra Thali, Guava Ice Cream","Andhra, Biryani, North Indian, Chinese",1000.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,240,Cafe,"Fries, Oreo Shake, Pasta Arrabiata",Cafe,700.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,918,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.0,465,Casual Dining,"Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala","South Indian, North Indian, Chinese, Street Food",600.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,4.1,970,"Microbrewery, Casual Dining","Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav","North Indian, Continental, Finger Food, American, Asian",1500.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.3,128,Quick Bites,"Lassi, Panneer Butter Masala, Paratha, Thali","North Indian, Chinese",300.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.6,241,Quick Bites,"Mughlai Paratha, Laccha Paratha, Rolls","North Indian, Chinese",300.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.3,734,Quick Bites,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha","South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,130,Quick Bites,"Biryani, Chilli Chicken, Neer Dosa","North Indian, Biryani",400.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.2,261,Cafe,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries","Cafe, Continental, Beverages",700.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.0,191,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Street Food, Beverages",300.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,4.1,364,Casual Dining,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast","South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,888,Casual Dining,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat","North Indian, South Indian, Chinese, Fast Food, Juices",750.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.9,750,Casual Dining,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa","North Indian, Chinese, South Indian",500.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,Yes,4.2,164,Cafe,"Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread","Cafe, Chinese, Continental, Italian",500.0,Delivery,Banashankari,12.9393328,77.5539819
Yes,No,3.8,527,Casual Dining,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",North Indian,500.0,Delivery,Banashankari,12.9393328,77.5539819
No,No,4.3,345,Dessert Parlor,"Hot Chocolate Fudge, Vanilla Ice Cream, Fudge Cake, Chocolate Mousse","Ice Cream, Desserts",400.0,Desserts,Banashankari,12.9393328,77.5539819
No,No,4.4,356,Sweet Shop,"Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori",Mithai,150.0,Desserts,Banashankari,12.9393328,77.5539819
Yes,No,3.9,38,Dessert Parlor,Friendly Staff,Ice Cream,150.0,Desserts,Banashankari,12.9393328,77.5539819
Yes,No,3.9,116,Dessert Parlor,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake","Ice Cream, Desserts, Beverages, Sandwich",400.0,Desserts,Banashankari,12.9393328,77.5539819
Yes,No,3.8,918,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800.0,Desserts,Banashankari,12.9393328,77.5539819
Yes,No,3.8,144,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700.0,Desserts,Banashankari,12.9393328,77.5539819
Yes,No,4.3,860,Dessert Parlor,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream",500.0,Desserts,Banashankari,12.9393328,77.5539819
No,No,3.8,45,"Takeaway, Delivery","Cup Cake, Chocolate Cake",Bakery,400.0,Desserts,Banashankari,12.9393328,77.5539819
Yes,No,3.9,70,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",400.0,Desserts,Banashankari,12.9393328,77.5539819
No,No,4.0,98,"Sweet Shop, Quick Bites","Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri","Mithai, Street Food, North Indian, Chinese",400.0,Desserts,Banashankari,12.9393328,77.5539819
Yes,No,4.0,219,Cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",600.0,Desserts,Banashankari,12.9393328,77.5539819
Yes,No,4.0,73,Bakery,"Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts",300.0,Desserts,Banashankari,12.9393328,77.5539819
Yes,No,2.7,97,Casual Dining,Masala Dosa,"South Indian, North Indian, Chinese, Street Food",400.0,Desserts,Banashankari,12.9393328,77.5539819
Yes,No,3.9,888,Casual Dining,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat","North Indian, South Indian, Chinese, Fast Food, Juices",750.0,Dine-out,Banashankari,12.9393328,77.5539819
Yes,Yes,4.0,349,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Dine-out,Banashankari,12.9393328,77.5539819
Yes,No,4.2,287,Quick Bites,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri",North Indian,350.0,Dine-out,Banashankari,12.9393328,77.5539819
Yes,Yes,4.6,2556,"Casual Dining, Cafe","Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza","Pizza, Cafe, Italian",600.0,Dine-out,Banashankari,12.9393328,77.5539819
Yes,Yes,4.2,354,Casual Dining,"Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll","Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800.0,Dine-out,Banashankari,12.9393328,77.5539819
Yes,Yes,4.1,775,Casual Dining,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup","North Indian, Mughlai, Chinese",800.0,Dine-out,Banashankari,12.9393328,77.5539819
Yes,Yes,4.2,2115,Casual Dining,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad","Pizza, Italian, Continental, Desserts",800.0,Dine-out,Banashankari,12.9393328,77.5539819
No,Yes,3.8,977,Lounge,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries",Finger Food,1300.0,Dine-out,Banashankari,12.9393328,77.5539819
No,No,4.1,868,Pub,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","Continental, Italian, Mexican, North Indian, Chinese, Steak",1200.0,Dine-out,Banashankari,12.9393328,77.5539819
Yes,No,4.0,324,Cafe,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental",700.0,Dine-out,Banashankari,12.9393328,77.5539819
Yes,No,4.1,787,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",800.0,Dine-out,Banashankari,12.9393328,77.5539819
Yes,No,4.2,504,Cafe,"Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos","Cafe, Mexican, Italian, Momos, Beverages",550.0,Dine-out,Banashankari,12.9393328,77.5539819
